PassengerId,Survived,Pclass,Age,Fare,FamilySize,Sex_binary,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Is_Adult_No,Is_Adult_Yes
837,0,3,21.0,8.6625,0,0,False,True,False,False,True,False,True
838,0,3,29.69911764705882,8.05,0,0,False,True,False,False,True,False,True
839,1,3,32.0,56.4958,0,0,False,True,False,False,True,False,True
840,1,1,29.69911764705882,29.7,0,0,False,True,True,False,False,False,True
841,0,3,20.0,7.925,0,0,False,True,False,False,True,False,True
842,0,2,16.0,10.5,0,0,False,True,False,False,True,True,False
843,1,1,30.0,31.0,0,1,True,False,True,False,False,False,True
844,0,3,34.5,6.4375,0,0,False,True,True,False,False,False,True
845,0,3,17.0,8.6625,0,0,False,True,False,False,True,True,False
846,0,3,42.0,7.55,0,0,False,True,False,False,True,False,True
847,0,3,29.69911764705882,69.55,10,0,False,True,False,False,True,False,True
848,0,3,35.0,7.8958,0,0,False,True,True,False,False,False,True
849,0,2,28.0,33.0,1,0,False,True,False,False,True,False,True
850,1,1,29.69911764705882,89.1042,1,1,True,False,True,False,False,False,True
851,0,3,4.0,31.275,6,0,False,True,False,False,True,True,False
852,0,3,74.0,7.775,0,0,False,True,False,False,True,False,True
853,0,3,9.0,15.2458,2,1,True,False,True,False,False,True,False
854,1,1,16.0,39.4,1,1,True,False,False,False,True,True,False
855,0,2,44.0,26.0,1,1,True,False,False,False,True,False,True
856,1,3,18.0,9.35,1,1,True,False,False,False,True,False,True
857,1,1,45.0,164.8667,2,1,True,False,False,False,True,False,True
858,1,1,51.0,26.55,0,0,False,True,False,False,True,False,True
859,1,3,24.0,19.2583,3,1,True,False,True,False,False,False,True
860,0,3,29.69911764705882,7.2292,0,0,False,True,True,False,False,False,True
861,0,3,41.0,14.1083,2,0,False,True,False,False,True,False,True
862,0,2,21.0,11.5,1,0,False,True,False,False,True,False,True
863,1,1,48.0,25.9292,0,1,True,False,False,False,True,False,True
864,0,3,29.69911764705882,69.55,10,1,True,False,False,False,True,False,True
865,0,2,24.0,13.0,0,0,False,True,False,False,True,False,True
866,1,2,42.0,13.0,0,1,True,False,False,False,True,False,True
867,1,2,27.0,13.8583,1,1,True,False,True,False,False,False,True
868,0,1,31.0,50.4958,0,0,False,True,False,False,True,False,True
869,0,3,29.69911764705882,9.5,0,0,False,True,False,False,True,False,True
870,1,3,4.0,11.1333,2,0,False,True,False,False,True,True,False
871,0,3,26.0,7.8958,0,0,False,True,False,False,True,False,True
872,1,1,47.0,52.5542,2,1,True,False,False,False,True,False,True
873,0,1,33.0,5.0,0,0,False,True,False,False,True,False,True
874,0,3,47.0,9.0,0,0,False,True,False,False,True,False,True
875,1,2,28.0,24.0,1,1,True,False,True,False,False,False,True
876,1,3,15.0,7.225,0,1,True,False,True,False,False,True,False
877,0,3,20.0,9.8458,0,0,False,True,False,False,True,False,True
878,0,3,19.0,7.8958,0,0,False,True,False,False,True,False,True
879,0,3,29.69911764705882,7.8958,0,0,False,True,False,False,True,False,True
880,1,1,56.0,83.1583,1,1,True,False,True,False,False,False,True
881,1,2,25.0,26.0,1,1,True,False,False,False,True,False,True
882,0,3,33.0,7.8958,0,0,False,True,False,False,True,False,True
883,0,3,22.0,10.5167,0,1,True,False,False,False,True,False,True
884,0,2,28.0,10.5,0,0,False,True,False,False,True,False,True
885,0,3,25.0,7.05,0,0,False,True,False,False,True,False,True
886,0,3,39.0,29.125,5,1,True,False,False,True,False,False,True
887,0,2,27.0,13.0,0,0,False,True,False,False,True,False,True
888,1,1,19.0,30.0,0,1,True,False,False,False,True,False,True
889,0,3,29.69911764705882,23.45,3,1,True,False,False,False,True,False,True
890,1,1,26.0,30.0,0,0,False,True,True,False,False,False,True
891,0,3,32.0,7.75,0,0,False,True,False,True,False,False,True
